ID_APLICACIO,"APLICACIO","DESC_APLICACIO",EXERCICI,"ORGANIC","ALIAS_PROGRAMA","ECONOMIC",ORG_COD_AREA_ORGANIC,"ORG_AREA_ORGANIC","ORG_COD_ORGANIC","ORG_ORGANIC","ECO_COD_CAPITOL","ECO_CAPITOL","ECO_COD_ARTICLE","ECO_ARTICLE","ECO_COD_CONCEPTE","ECO_CONCEPTE","ECO_COD_SUB_CONCEPTE","ECO_SUB_CONCEPTE",PREVISIONS_INICIALS,PREVISIONS_DEFINITIVES,MODIFICACIO_PREVISIONS,AUGMENT_PREVISIONS,DISMINUCIO_PREVISIONS,DRETS_RECONEGUTS_TOTALS,DRETS_RECONEGUTS_NETS,DRETS_ANULATS,RECAUDACIO_LIQUIDA,DEVOLUCIONS_INGRES,PERCENTATGE_EXECUCIO,DATA_ACTUALITZACIO,"CODI_ENS","NOM_ENS"
"4133084450","2014-1320-30902","Prestació de serveis de policia local","2014","1320","111","30902","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","30","TAXES PER LA PRESTACIÓ DE SERVEIS PÚBLICS BÀSICS.","309","ALTRES TAXES PER PRESTACIÓ DE SERVEIS BÀSICS.","30902","PRESTACIÓ DE SERVEIS DE POLICIA LOCAL","500.00","500.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3141832161","2014-1320-32500","Expedició de documents,","2014","1320","111","32500","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","325","TAXA PER EXPEDICIÓ DE DOCUMENTS.","32500","EXPEDICIÓ DE DOCUMENTS","40315.00","40315.00","0.00","0.00","0.00","15066.30","14948.80","117.50","14823.80","117.50","37.1","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"1501216958","2014-1320-39120","Multes per infraccions de circulació","2014","1320","111","39120","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","391","MULTES.","39120","MULTES PER INFRACCIONS DE L'ORDENANÇA DE CIRCULACIÓ.","1200000.00","1200000.00","0.00","0.00","0.00","1857839.36","1252617.36","605222.00","513292.90","1772.00","104.4","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"1973957414","2014-1330-32600","Servei de grua","2014","1330","111","32600","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","326","TAXA PER RETIRADA DE VEHICLES.","32600","SERVEI DE GRUA","279000.00","279000.00","0.00","0.00","0.00","214590.50","210450.81","4139.69","210430.81","4139.69","75.4","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2129949723","2014-1330-32900","Elements publicitaris a la via pública","2014","1330","111","32900","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","329","ALTRES TAXES PER LA REALIZAC DE ACTIVID DE COMPET LOCAL","32900","ELEMENTS PUBLICITARIS A LA VIA PÚBLICA","30000.00","30000.00","0.00","0.00","0.00","32751.00","32751.00","0.00","32751.00","0.00","109.2","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2432308535","2014-1330-32902","Llicències d'autotaxis i vehicles de lloguer,","2014","1330","111","32902","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","329","ALTRES TAXES PER LA REALIZAC DE ACTIVID DE COMPET LOCAL","32902","LLICÈNCIES D'AUTOTAXIS I VEHICLES DE LLOGUER","0.00","0.00","0.00","0.00","0.00","3156.20","3156.20","0.00","3156.20","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3382257905","2014-1330-33000","Taxa dipòsit de vehicles","2014","1330","111","33000","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","330","TAXA D'ESTACIONAMENT DE VEHICLES.","33000","TAXA DIPÒSIT DE VEHICLES","9000.00","9000.00","0.00","0.00","0.00","5367.00","5367.00","0.00","5367.00","0.00","59.6","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3198031975","2014-1330-33001","Reserves per estacionament","2014","1330","111","33001","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","330","TAXA D'ESTACIONAMENT DE VEHICLES.","33001","RESERVES PER ESTACIONAMENT","24000.00","24000.00","0.00","0.00","0.00","38544.50","38544.50","0.00","38544.50","0.00","160.6","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3361424070","2014-1330-33100","Entrada de vehicles en edificis","2014","1330","111","33100","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","331","TAXA PER ENTRADA DE VEHICLES.","33100","ENTRADA DE VEHICLES EN EDIFICIS","1012068.00","1012068.00","0.00","0.00","0.00","1053562.45","1020141.05","33421.40","935017.95","2627.62","100.8","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3210506832","2014-1330-33101","Altes guals inspecció","2014","1330","111","33101","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","331","TAXA PER ENTRADA DE VEHICLES.","33101","ALTES GUALS INSPECCIÓ","15628.00","15628.00","0.00","0.00","0.00","164.67","164.67","0.00","164.67","0.00","1.1","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"643113962","2014-1330-33102","Plaques de gual","2014","1330","111","33102","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","331","TAXA PER ENTRADA DE VEHICLES.","33102","PLAQUES DE GUAL","3000.00","3000.00","0.00","0.00","0.00","1245.00","1245.00","0.00","1245.00","0.00","41.5","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3478317594","2014-1330-33500","Ocupació via pública taules i cadires","2014","1330","111","33500","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","335","TAXA PER OCUPACIÓ DE LA VIA PÚBLICA AMB TERRASSES.","33500","OCUPACIÓ VIA PÚBLICA TAULES I CADIRES","86000.00","86000.00","0.00","0.00","0.00","101301.03","101301.03","0.00","101097.03","0.00","117.8","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3440661571","2014-1330-33600","Talls de trànsit","2014","1330","111","33600","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","336","TAXA PER OCUP VIA PÚB AMB SUSPENS TEMP DEL TRÀFIC RODAT","33600","TALLS DE TRÀNSIT","5000.00","5000.00","0.00","0.00","0.00","50756.30","50091.60","664.70","50091.60","664.70","1001.8","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2974753768","2014-1330-33901","Taxes ocupació via pública per construcció","2014","1330","111","33901","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","339","ALTRES TAXES PER UTILITZACIÓ PRIVATIVA DEL DOMINI PÚBLIC.","33901","TAXES OCUPACIÓ VIA PÚBLICA PER CONSTRUCCIÓ","16000.00","16000.00","0.00","0.00","0.00","20747.52","20747.52","0.00","15301.86","0.00","129.7","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3240482663","2014-1330-33904","Parades i fires","2014","1330","111","33904","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","339","ALTRES TAXES PER UTILITZACIÓ PRIVATIVA DEL DOMINI PÚBLIC.","33904","PARADES I FIRES","60000.00","60000.00","0.00","0.00","0.00","78988.01","76750.76","2237.25","74904.76","2237.25","127.9","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"210419163","2014-1340-46129","DIBA - Ajuts per prevenció d'incendis forestals","2014","1340","111","46129","0","-","-","-","4","TRANSFERÈNCIA CORRENTS.","46","D'ENTITATS LOCALS.","461","DE DIPUTACIONS, CONSELLS O CABILDOS.","46129","DIBA - AJUTS POLÍTICA D'IGUALTAT","0.00","0.00","0.00","0.00","0.00","5291.00","5291.00","0.00","5291.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"4077346601","2014-15001-39610","Quotes d'urbanització PERI 22.1","2014","15001","111","39610","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","396","INGRESSOS PER ACTUACIONS D'URBANITZACIÓ.","39610","QUOTES D'URBANITZACIÓ.","0.00","456168.86","456168.86","456168.86","0.00","0.00","-147.37","147.37","-147.37","147.37","-0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3270460852","2014-15002-39610","Quotes urbanístiques Sector A4","2014","15002","111","39610","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","396","INGRESSOS PER ACTUACIONS D'URBANITZACIÓ.","39610","QUOTES D'URBANITZACIÓ.","0.00","274558.92","274558.92","274558.92","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"1687703040","2014-15003-39610","Quotes urbanístiques Immobiliaria Tamara","2014","15003","111","39610","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","396","INGRESSOS PER ACTUACIONS D'URBANITZACIÓ.","39610","QUOTES D'URBANITZACIÓ.","0.00","0.00","0.00","0.00","0.00","38136.74","38136.74","0.00","30949.55","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2288933118","2014-1500-35003","Contribucions especials La Perla","2014","1500","111","35003","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","35","CONTRIBUCIONS ESPECIALS.","350","PER A L'EXECUCIÓ D'OBRES.","35003","CONTRIBUCIONS ESPECIALS","0.00","0.00","0.00","0.00","0.00","1269.42","1269.42","0.00","1269.42","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2705289358","2014-15004-39610","Quotes d'urbanització Sant Muç","2014","15004","111","39610","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","396","INGRESSOS PER ACTUACIONS D'URBANITZACIÓ.","39610","QUOTES D'URBANITZACIÓ.","0.00","2356529.16","2356529.16","2356529.16","0.00","3125.80","3125.80","0.00","3125.80","0.00","0.1","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"122190650","2014-15005-39610","Quotes d'urbanització Polígon 2 Subsector D-1","2014","15005","111","39610","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","396","INGRESSOS PER ACTUACIONS D'URBANITZACIÓ.","39610","QUOTES D'URBANITZACIÓ.","0.00","975.51","975.51","975.51","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2389022185","2014-15101-75080","PUOSC - Manteniment instal·lacions i entorn CEIP","2014","15101","111","75080","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","75","DE COMUNITATS AUTÒNOMES.","750","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","75080","ALTRES TRANSFERÈNCIES DE CAPITAL DE LA ADMÓN GNRAL DE LA C.A","66365.01","66365.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3213725556","2014-15102-75080","PUOSC - Millora accessibilitat equipaments","2014","15102","111","75080","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","75","DE COMUNITATS AUTÒNOMES.","750","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","75080","ALTRES TRANSFERÈNCIES DE CAPITAL DE LA ADMÓN GNRAL DE LA C.A","222260.94","222260.94","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"1188164488","2014-1510-32500","Expedicio de documents","2014","1510","111","32500","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","325","TAXA PER EXPEDICIÓ DE DOCUMENTS.","32500","EXPEDICIÓ DE DOCUMENTS","700.00","700.00","0.00","0.00","0.00","29777.41","29777.41","0.00","29777.41","0.00","4253.9","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2805227458","2014-1510-45080","PUOSC - Manteniment Instal·lacions CEIP Pau Casals","2014","1510","111","45080","0","-","-","-","4","TRANSFERÈNCIA CORRENTS.","45","DE COMUNITATS AUTÒNOMES.","450","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","45080","SUBV CORRENTS DE LA ADMÓN GENERAL DE LA C.A","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"880962608","2014-15111-39100","Multes per infraccions urbanístiques.,","2014","15111","111","39100","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","391","MULTES.","39100","MULTES PER INFRACCIONS URBANÍSTIQUES.","20000.00","20000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"90863277","2014-15112-39100","Multes coercitives urbanisme","2014","15112","111","39100","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","391","MULTES.","39100","MULTES PER INFRACCIONS URBANÍSTIQUES.","20000.00","20000.00","0.00","0.00","0.00","96500.00","93200.00","3300.00","8683.67","0.00","466","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3887026400","2014-1511-32100","Taxes per llicències urbanístiques","2014","1511","111","32100","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","321","LLICÈNCIES URBANÍSTIQUES.","32100","MERCADAL","170000.00","170000.00","0.00","0.00","0.00","318642.35","299464.26","19178.09","283655.06","13809.64","176.2","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"1890930914","2014-1511-32903","Llicència d'obertures d'establiments","2014","1511","111","32903","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","32","TAXES PER LA REALIZAC DE ACTIVID DE COMPETÈNCIA LOCAL.","329","ALTRES TAXES PER LA REALIZAC DE ACTIVID DE COMPET LOCAL","32903","LLICÈNCIA D'OBERTURES D'ESTABLIMENTS","188870.00","188870.00","0.00","0.00","0.00","364011.33","355422.96","8588.37","305564.35","1947.51","188.2","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2736618777","2014-15113-39100","Multes de protecció de la legalitat","2014","15113","111","39100","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","391","MULTES.","39100","MULTES PER INFRACCIONS URBANÍSTIQUES.","15000.00","15000.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3781979304","2014-1511-39190","Multes infraccions activitats","2014","1511","111","39190","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","391","MULTES.","39190","ALTRES MULTES I SANCIONS.","20000.00","20000.00","0.00","0.00","0.00","59467.49","59467.49","0.00","18285.96","0.00","297.3","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"969949760","2014-1511-39904","Execucions subsidiàries (relacionada amb despesa)","2014","1511","111","39904","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","39","ALTRES INGRESSOS.","399","ALTRES INGRESSOS DIVERSOS.","39904","EXECUCIONS SUBSIDIÀRIES (RELACIONADA AMB DESPESA)","0.00","0.00","0.00","0.00","0.00","424.80","424.80","0.00","424.80","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3344786951","2014-1511-46149","DIBA, Adquisició de sonòmetres, Masia Can Serra","2014","1511","111","46149","0","-","-","-","4","TRANSFERÈNCIA CORRENTS.","46","D'ENTITATS LOCALS.","461","DE DIPUTACIONS, CONSELLS O CABILDOS.","46149","SUBVENCIONS DIPUTACIÓ","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2639094135","2014-1511-76100","DIBA - adquisició de sonòmetres Masia Can Serra","2014","1511","111","76100","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","76","D'ENTITATS LOCALS.","761","DE DIPUTACIONS, CONSELLS O CABILDOS.","76100","SUBVENCIÓ DIPUTACIÓ PLA XARXA DE GOVERNS LOCALS","0.00","9594.00","9594.00","9594.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"1847272177","2014-1520-75080","GENCAT - Llei de Barris El Pinar","2014","1520","111","75080","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","75","DE COMUNITATS AUTÒNOMES.","750","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","75080","ALTRES TRANSFERÈNCIES DE CAPITAL DE LA ADMÓN GNRAL DE LA C.A","0.00","331781.30","331781.30","331781.30","0.00","67959.00","67959.00","0.00","0.00","0.00","20.5","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3048566048","2014-1520-76100","DIBA, Adequació habitatge per a situacions d'emergència","2014","1520","111","76100","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","76","D'ENTITATS LOCALS.","761","DE DIPUTACIONS, CONSELLS O CABILDOS.","76100","SUBVENCIÓ DIPUTACIÓ PLA XARXA DE GOVERNS LOCALS","0.00","10000.00","10000.00","10000.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"775000360","2014-1550-29000","Impost sobre construccions, instal·lacions i obres","2014","1550","111","29000","0","-","-","-","2","IMPOSTOS INDIRECTES.","29","ALTRES IMPOSTOS INDIRECTES.","290","IMPOST SOBRE CONSTRUCCIONS, INSTAL·LACIONS I OBRES.","29000","IMPTO.S/CONSTRUCCIONES, INSTALAC. Y OBRA","22000.00","22000.00","0.00","0.00","0.00","14923.89","14923.89","0.00","7133.03","0.00","67.8","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"2078666784","2014-1550-33400","Taxa obertura de rases","2014","1550","111","33400","0","-","-","-","3","TAXES, PREUS PÚBLICS I ALTRES INGRESSOS.","33","TAXES PER UTILIZAC PRIVAT O EL APROVECH ESP DEL DOM PÚB LOC","334","TAXA PER OBERTURA DE CALES I RASES.","33400","OBERTURA DE RASES (CANALITZACIONS)","70000.00","70000.00","0.00","0.00","0.00","54660.00","54660.00","0.00","18243.50","0.00","78.1","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"1692281832","2014-1550-75080","PUOSC-Urbanització C. Nou","2014","1550","111","75080","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","75","DE COMUNITATS AUTÒNOMES.","750","DE L'ADMINISTRACIÓ GENERAL DE LES COMUNITATS AUTÒNOMES.","75080","ALTRES TRANSFERÈNCIES DE CAPITAL DE LA ADMÓN GNRAL DE LA C.A","103967.01","103967.01","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3211813945","2014-1550-76100","Subvenció Diputació Pla Xarxa de Governs Locals","2014","1550","111","76100","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","76","D'ENTITATS LOCALS.","761","DE DIPUTACIONS, CONSELLS O CABILDOS.","76100","SUBVENCIÓ DIPUTACIÓ PLA XARXA DE GOVERNS LOCALS","789110.00","1069818.34","280708.34","280708.34","0.00","0.00","0.00","0.00","0.00","0.00","0","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"3363263663","2014-1550-76101","DIBA - Programa complementari inversions financ. sostenibles","2014","1550","111","76101","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","76","D'ENTITATS LOCALS.","761","DE DIPUTACIONS, CONSELLS O CABILDOS.","76101","SUBVENCIÓ","0.00","181595.72","181595.72","181595.72","0.00","90797.86","90797.86","0.00","90797.86","0.00","50","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
"1367213333","2014-1550-76102","DIBA - Programa complementari inversions financ. sostenibles","2014","1550","111","76102","0","-","-","-","7","TRANSFERÈNCIES DE CAPITAL.","76","D'ENTITATS LOCALS.","761","DE DIPUTACIONS, CONSELLS O CABILDOS.","76102","SUBVENCIÓ REFORMA MASIA CAN SERRA","0.00","119512.35","119512.35","119512.35","0.00","59756.18","59756.18","0.00","59756.18","0.00","50","2024/09/04 02:37:57.550","818460009","Ajuntament de Rubí"
